0.000000000000000000e+00,1.181714285714285673e+01
9.803921568627450573e-05,1.180424908424908281e+01
1.960784313725490115e-04,1.180747252747252674e+01
2.941176470588235036e-04,1.180747252747252674e+01
3.921568627450980229e-04,1.180102564102564067e+01
4.901960784313725422e-04,1.173978021978021857e+01
5.882352941176470073e-04,1.179780219780219852e+01
6.862745098039215808e-04,1.177523809523809462e+01
7.843137254901960459e-04,1.179780219780219852e+01
8.823529411764706194e-04,1.183326007326007279e+01
9.803921568627450844e-04,1.180424908424908281e+01
1.078431372549019550e-03,1.183970695970695886e+01
1.176470588235294015e-03,1.180747252747252674e+01
1.274509803921568696e-03,1.183003663003663064e+01
1.372549019607843162e-03,1.180424908424908281e+01
1.470588235294117627e-03,1.181069597069596888e+01
1.568627450980392092e-03,1.179780219780219852e+01
1.666666666666666774e-03,1.179780219780219852e+01
1.764705882352941239e-03,1.174945054945054856e+01
1.862745098039215704e-03,1.178490842490842461e+01
1.960784313725490169e-03,1.177201465201465069e+01
2.058823529411764851e-03,1.180102564102564067e+01
2.156862745098039099e-03,1.184293040293040100e+01
2.254901960784313781e-03,1.180102564102564067e+01
2.352941176470588029e-03,1.183326007326007279e+01
2.450980392156862711e-03,1.180747252747252674e+01
2.549019607843137393e-03,1.182036630036629887e+01
2.647058823529411641e-03,1.180102564102564067e+01
2.745098039215686323e-03,1.181391941391941458e+01
2.843137254901960571e-03,1.175912087912087856e+01
2.941176470588235253e-03,1.178813186813186675e+01
3.039215686274509935e-03,1.175267399267399249e+01
3.137254901960784183e-03,1.179457875457875282e+01
3.235294117647058865e-03,1.176556776556776640e+01
3.333333333333333547e-03,1.180102564102564067e+01
3.431372549019607796e-03,1.183003663003663064e+01
3.529411764705882477e-03,1.180102564102564067e+01
3.627450980392156726e-03,1.183003663003663064e+01
3.725490196078431408e-03,1.180102564102564067e+01
3.823529411764706089e-03,1.181069597069596888e+01
3.921568627450980338e-03,1.172366300366300251e+01
4.019607843137255020e-03,1.179780219780219852e+01
4.117647058823529702e-03,1.173655677655677643e+01
4.215686274509803516e-03,1.178490842490842461e+01
4.313725490196078198e-03,1.174945054945054856e+01
4.411764705882352880e-03,1.179135531135531068e+01
4.509803921568627562e-03,1.182036630036629887e+01
4.607843137254902244e-03,1.180102564102564067e+01
4.705882352941176058e-03,1.182681318681318494e+01
4.803921568627450740e-03,1.177846153846153676e+01
4.901960784313725422e-03,1.181391941391941458e+01
5.000000000000000104e-03,1.179780219780219852e+01
5.098039215686274786e-03,1.179780219780219852e+01
5.196078431372548601e-03,1.175267399267399249e+01
5.294117647058823282e-03,1.184937728937728885e+01
5.392156862745097964e-03,1.175267399267399249e+01
5.490196078431372646e-03,1.179457875457875282e+01
5.588235294117647328e-03,1.182036630036629887e+01
5.686274509803921143e-03,1.179780219780219852e+01
5.784313725490195825e-03,1.182036630036629887e+01
5.882352941176470507e-03,1.180102564102564067e+01
5.980392156862745189e-03,1.182036630036629887e+01
6.078431372549019870e-03,1.179135531135531068e+01
6.176470588235293685e-03,1.180102564102564067e+01
6.274509803921568367e-03,1.175267399267399249e+01
6.372549019607843049e-03,1.178168498168498246e+01
6.470588235294117731e-03,1.174622710622710464e+01
6.568627450980392413e-03,1.179135531135531068e+01
6.666666666666667095e-03,1.182681318681318494e+01
6.764705882352940909e-03,1.180424908424908281e+01
6.862745098039215591e-03,1.183003663003663064e+01
6.960784313725490273e-03,1.180424908424908281e+01
7.058823529411764955e-03,1.184615384615384670e+01
7.156862745098039637e-03,1.180102564102564067e+01
7.254901960784313451e-03,1.180424908424908281e+01
7.352941176470588133e-03,1.180102564102564067e+01
7.450980392156862815e-03,1.179457875457875282e+01
7.549019607843137497e-03,1.174300366300366250e+01
7.647058823529412179e-03,1.179780219780219852e+01
7.745098039215685994e-03,1.177201465201465069e+01
7.843137254901960675e-03,1.180424908424908281e+01
7.941176470588234490e-03,1.183648351648351493e+01
8.039215686274510039e-03,1.180102564102564067e+01
8.137254901960783854e-03,1.183970695970695886e+01
8.235294117647059403e-03,1.176879120879120855e+01
8.333333333333333218e-03,1.182681318681318494e+01
8.431372549019607032e-03,1.180102564102564067e+01
8.529411764705882582e-03,1.180424908424908281e+01
8.627450980392156396e-03,1.174622710622710464e+01
8.725490196078431945e-03,1.179780219780219852e+01
8.823529411764705760e-03,1.174300366300366250e+01
8.921568627450979574e-03,1.179780219780219852e+01
9.019607843137255124e-03,1.181714285714285673e+01
9.117647058823528938e-03,1.180102564102564067e+01
9.215686274509804488e-03,1.183003663003663064e+01
9.313725490196078302e-03,1.180747252747252674e+01
9.411764705882352117e-03,1.183970695970695886e+01
9.509803921568627666e-03,1.180424908424908281e+01
9.607843137254901481e-03,1.182681318681318494e+01
9.705882352941177030e-03,1.180102564102564067e+01
9.803921568627450844e-03,1.180424908424908281e+01
9.901960784313724659e-03,1.177523809523809462e+01
1.000000000000000021e-02,1.179457875457875282e+01
1.009803921568627402e-02,1.175267399267399249e+01
1.019607843137254957e-02,1.180102564102564067e+01
1.029411764705882339e-02,1.180424908424908281e+01
1.039215686274509720e-02,1.180424908424908281e+01
1.049019607843137275e-02,1.182036630036629887e+01
1.058823529411764656e-02,1.180747252747252674e+01
1.068627450980392211e-02,1.182681318681318494e+01
1.078431372549019593e-02,1.180424908424908281e+01
1.088235294117646974e-02,1.181391941391941458e+01
1.098039215686274529e-02,1.179457875457875282e+01
1.107843137254901911e-02,1.179457875457875282e+01
1.117647058823529466e-02,1.178813186813186675e+01
1.127450980392156847e-02,1.179135531135531068e+01
1.137254901960784229e-02,1.175912087912087856e+01
1.147058823529411783e-02,1.179780219780219852e+01
