0.000000000000000000e+00,5.301221001221001039e+00
9.803921568627450573e-05,4.127350427350427786e+00
1.960784313725490115e-04,4.852625152625152261e+00
2.941176470588235036e-04,4.806959706959706757e+00
3.921568627450980229e-04,4.559829059829059617e+00
4.901960784313725422e-04,5.258241758241758212e+00
5.882352941176470073e-04,4.874114774114773674e+00
6.862745098039215808e-04,4.812332112332112111e+00
7.843137254901960459e-04,4.772039072039071961e+00
8.823529411764706194e-04,4.469841269841269948e+00
9.803921568627450844e-04,5.134676434676435086e+00
1.078431372549019550e-03,5.087667887667887356e+00
1.176470588235294015e-03,4.710256410256410398e+00
1.274509803921568696e-03,4.825763125763125494e+00
1.372549019607843162e-03,4.232112332112332176e+00
1.470588235294117627e-03,5.012454212454212410e+00
1.568627450980392092e-03,4.910378510378510697e+00
1.666666666666666774e-03,4.566544566544566308e+00
1.764705882352941239e-03,5.430158730158730407e+00
1.862745098039215704e-03,4.217338217338217454e+00
1.960784313725490169e-03,4.909035409035409359e+00
2.058823529411764851e-03,4.829792429792429509e+00
2.156862745098039099e-03,4.492673992673992700e+00
2.254901960784313781e-03,5.217948717948718063e+00
2.352941176470588029e-03,4.894261294261294637e+00
2.450980392156862711e-03,4.773382173382173299e+00
2.549019607843137393e-03,4.684737484737484969e+00
2.647058823529411641e-03,4.344932844932844596e+00
2.745098039215686323e-03,5.048717948717948545e+00
2.843137254901960571e-03,4.953357753357753523e+00
2.941176470588235253e-03,4.614896214896214488e+00
3.039215686274509935e-03,5.236752136752136799e+00
3.137254901960784183e-03,4.257631257631257604e+00
3.235294117647058865e-03,4.931868131868132110e+00
3.333333333333333547e-03,4.853968253968253599e+00
3.431372549019607796e-03,4.523565323565323482e+00
3.529411764705882477e-03,5.289133089133088994e+00
3.627450980392156726e-03,4.965445665445665568e+00
3.725490196078431408e-03,4.781440781440781329e+00
3.823529411764706089e-03,4.696825396825397014e+00
3.921568627450980338e-03,4.377167277167277604e+00
4.019607843137255020e-03,5.091697191697191371e+00
4.117647058823529702e-03,4.990964590964590997e+00
4.215686274509803516e-03,4.622954822954822518e+00
4.313725490196078198e-03,5.023199023199023117e+00
4.411764705882352880e-03,4.281807081807081694e+00
4.509803921568627562e-03,4.973504273504273598e+00
4.607843137254902244e-03,4.905006105006105344e+00
4.705882352941176058e-03,4.565201465201464970e+00
4.803921568627450740e-03,4.769352869352869284e+00
4.901960784313725422e-03,4.217338217338217454e+00
